-1.09729812,-0.30093566
-0.97386999,-1.55087845
-0.95325638,0.44003347
-0.96511655,-1.40691401
-1.19030252,1.24603403
-1.07897136,-0.78717439
-1.0470919,-2.5198402
-0.82360701,0.21361892
-0.93813704,0.32306483
-1.1040144,1.21315048
-1.06705225,-1.06215031
-0.85899667,-0.13959135
-1.09026689,-0.01841898
-1.03579642,-0.00407963
-0.81322917,-0.18764128
-1.1487544,1.10833305
-0.99213979,0.84127952
-1.01090756,-0.19418946
-0.95931825,0.04985408
-0.87192741,-0.09625556
-0.98657963,1.02674913
-1.06458281,0.98368301
-1.10074082,-0.70880775
-1.09571392,-0.01308554
-1.04695868,-0.31348868
-1.10361146,-0.74628413
-0.99248947,1.02833958
-0.91122691,-0.43139248
-0.92241189,0.38883697
-1.18994371,0.09596092
-0.8304426,1.18158572
-1.11493206,-0.23590736
-0.96030493,0.67171333
-0.98982681,1.73780101
-1.02623887,-0.16127021
-1.01367924,-0.20596225
-0.99195478,-0.92004155
-0.93659505,0.37664449
-0.92100188,0.07731337
-0.88395883,1.39362122
-1.05954098,-1.47631549
-0.95661802,-0.79640004
-1.01014462,0.92006392
-1.09804133,0.15941744
-0.95042472,0.55906897
-0.98979121,-0.94829543
-1.0656396,0.20858252
-0.99070444,-0.59474512
-0.93263011,-1.28152842
-0.99118138,0.12140221
