1.57942017,-1.3997716
0.79467466,-0.76118705
0.10748845,-0.06196569
1.1956235,-0.98401063
-0.23593271,0.23674985
0.3842945,-0.35899161
-0.74588789,0.77973505
-0.60436153,0.67860241
0.48763508,-0.58333645
-0.11067207,0.07499231
-0.43783917,0.34545776
0.43504832,-0.54178142
0.18662719,-0.38225158
-0.22240429,0.25164877
-0.73630774,1.19889592
0.59761703,-0.76799226
0.49941105,-0.50570947
0.33122478,-0.42338732
-1.36906135,1.45541515
-0.36085054,0.3268855
-0.42285787,0.46276867
0.23742652,-0.15967279
0.31027373,-0.45295659
-0.82174919,0.77048777
0.19165593,-0.30144264
-0.59793251,0.65035012
-1.21692325,1.37467992
-0.44626703,0.54156738
0.68755782,-0.76306653
0.41767675,-0.29400625
-0.30459601,0.39176627
-0.37550707,0.32922196
0.93115281,-1.07302341
-0.64378628,0.72403246
-0.92791116,0.93211035
0.4543755,-0.65403053
-0.08478192,0.19469714
0.86822914,-0.98696785
0.04551648,0.13713373
1.63629648,-1.5754481
0.49670676,-0.50360328
0.58557136,-0.5812395
2.34416091,-2.22904743
0.45114373,-0.51693664
0.13706789,-0.17886443
-1.45684882,1.36296707
1.48496367,-1.58221778
-0.52899767,0.4199296
0.07083064,-0.10153121
-0.87623264,0.7000004
