1.16854348,0.0565291
0.95070799,-0.29882024
1.04621737,-0.89671717
0.91496027,-0.6051592
1.03860948,-0.17255547
1.00837254,-0.54215691
0.95587248,0.20431598
0.84250769,-2.12243179
1.09560548,1.28571208
0.7909001,-1.22949376
0.99493686,-0.11322488
1.0377255,-1.54823846
1.04599119,-0.18817209
1.06311997,0.69114756
0.90205257,-0.96914755
0.66904691,1.63104564
1.0994787,-0.36163563
1.0778531,1.15226847
1.08236898,0.97501348
0.91776404,-1.20346241
1.07791153,-1.51012843
1.12280163,2.1263746
1.00042504,0.13093358
0.9451709,0.28306532
0.97332415,-0.30908865
1.21124373,1.12556826
1.08977351,1.3115535
0.95367417,0.1776264
0.95050606,-0.12494238
0.96813809,1.5399547
1.12747558,0.99030052
0.90299459,0.14559849
0.89703633,-0.45054774
1.07343634,-0.36524205
0.90379483,-0.32723153
0.83411819,-1.14349702
1.04229779,-1.34417204
0.79785696,2.42267584
1.12538158,-0.60951503
0.87540237,-0.17129431
1.11938413,-0.69271584
0.97630304,-1.53937411
1.0251793,-0.12560626
1.00815891,0.24532506
0.98737801,1.44469167
0.98194209,-0.54662889
0.86644333,1.44630476
1.00559163,0.0221163
0.93287366,-1.8801815
0.92574593,-0.66929076
